time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-08-02 11:17:09.006 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221692637184,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,16730896,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:18:09.017 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221692420096,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,16730896,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:19:09.021 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221692399616,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,16730896,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:20:09.027 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221692358656,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,16730896,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:21:09.033 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221692354560,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,17779472,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:22:09.043 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221691297792,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,17779472,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:23:09.053 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221693321216,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,17779472,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:24:09.060 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221693190144,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,17779472,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:25:09.066 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221693186048,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,18828048,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:26:09.075 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221692547072,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,18828048,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:27:09.085 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221691494400,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,18828048,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:28:09.092 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221689110528,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,19876624,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:29:09.099 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221717184512,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,19876624,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:30:09.105 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221714329600,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,19876624,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:31:09.112 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221713031168,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,19876624,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:32:09.119 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221707141120,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,20925200,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:33:09.126 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221706866688,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,20925200,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:34:09.131 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221708546048,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,20925200,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:35:09.142 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221699973120,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,20925200,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:36:09.152 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221698674688,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,21973776,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:37:09.163 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221698650112,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,21973776,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:38:09.171 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221698080768,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,21973776,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:39:09.181 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221698088960,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,21973776,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:40:09.189 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221698117632,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,23022352,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:41:09.199 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221698113536,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,23022352,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:42:09.207 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221698281472,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,23022352,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:43:09.215 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221720727552,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,23022352,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:44:09.223 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221717942272,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,23022352,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:45:09.234 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221715386368,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,24070928,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:46:09.241 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221715161088,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,24070928,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:47:09.248 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221715144704,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,24070928,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:48:09.256 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221716135936,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,24070928,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:49:09.265 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221715275776,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,25119504,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:50:09.271 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221715116032,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,25119504,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:51:09.279 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221715107840,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,25119504,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:52:09.283 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221697101824,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,25119504,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:53:09.290 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221701173248,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,25119504,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:54:09.300 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221700841472,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,26168080,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:55:09.311 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221700841472,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,26168080,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:56:09.321 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221700644864,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,26168080,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:57:09.327 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221700509696,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,26168080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:58:09.338 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221704531968,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,27216656,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-08-02 11:59:09.350 UTC, ,125,3174109,1416,28032,224, ,5, , , , , , , , , , , ,5,5, , , ,2,3,5, , , , , , , , , , , , , , , , ,1218,1, ,573, , , , ,1266,221701918720,39,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1564743668374, , , , ,3145728,11657, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,27216656,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
